time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
428,2.189497,-7.850587,-7.325060,-0.109516,0.069280,-0.111914
429,2.360683,-8.123527,-6.678626,-0.078873,0.155348,-0.038371
430,2.410961,-7.769185,-7.463924,-0.022649,0.163075,0.030910
431,2.409764,-7.927202,-7.272388,0.027979,0.236885,0.175865
432,2.407370,-8.079233,-6.835446,-0.040502,0.376245,0.261666
433,2.149993,-7.542933,-7.223307,0.007994,0.109250,0.212637
434,2.246958,-8.783129,-6.118382,-0.079139,0.307498,0.498285
436,2.407370,-7.301118,-7.275979,-0.096193,0.615795,0.383440
437,2.983175,-7.892486,-7.107188,-0.152417,-0.041568,-0.170802
438,2.797625,-7.872135,-6.543353,0.023449,-0.112714,-0.000533
439,1.891419,-8.178593,-6.884527,0.043966,0.112447,0.034107
440,2.746149,-8.683769,-6.829460,-0.137495,1.184159,0.406089
441,2.574964,-8.176199,-7.948750,0.145222,0.805516,1.189755
442,1.358709,-7.096414,-8.504205,0.184925,0.077274,0.785798
443,1.064223,-8.106767,-6.695385,-0.098591,0.172668,0.171868
444,0.683545,-8.565256,-4.910508,-0.118576,0.019718,0.225427
445,0.630872,-5.838261,-7.973889,0.243813,0.161743,0.402891
446,1.015141,-8.021772,-3.453636,0.614196,2.611599,-0.713853
447,4.564546,-7.582437,-3.078943,1.061853,1.672319,0.471372
448,4.232949,-6.920440,-5.378574,0.866536,-0.021850,-0.403424
449,3.988740,-10.571598,-3.268085,0.024515,1.138328,0.316557
450,4.402937,-6.588843,-6.171055,0.352263,0.358658,-0.573427
451,6.048951,-13.046005,-1.449689,-0.690937,0.203844,0.208374
452,3.353080,-6.842628,-4.465186,-0.396496,0.306965,0.114845
453,2.049437,-12.866440,-2.506729,-0.309896,-2.138095,-1.100224
454,2.622848,-9.364920,-4.955997,0.050628,0.608334,1.068515
455,4.209007,-9.260772,-1.651999,-0.204910,-1.316058,-1.609966
457,3.664326,-7.673417,-2.741361,0.257669,-0.421810,0.444726
458,2.778471,-8.854955,-3.535039,0.329081,-2.767213,-1.540686
459,2.667141,-10.684125,-4.179079,0.778070,-1.570263,-0.538787
460,5.961562,-10.113108,-5.697003,1.126070,-1.233455,-0.673084
461,6.284780,-10.550050,-1.362301,1.494855,-2.878861,-0.534524
462,4.769250,-6.623559,-4.891354,1.154315,-2.053360,0.222230
463,4.617218,-8.404845,-3.325546,0.654965,-1.214003,-0.012257
464,3.397372,-7.299921,-2.252944,0.085268,-0.757553,-0.784465
465,3.882198,-8.438364,-4.317943,-0.073011,-0.437531,-0.451920
466,7.584831,-10.298658,-3.828329,-0.139626,-0.255538,-0.604603
467,3.977966,-8.370130,-3.699042,-0.045832,-0.073810,0.302435
468,4.031836,-9.269152,-2.863465,-0.092729,-0.472971,-0.631783
469,6.319495,-8.645462,-3.811569,-0.405289,0.709323,-0.701862
470,3.357868,-9.294291,-2.482787,-0.246478,0.362123,-0.342138
471,5.297171,-8.471883,-4.326323,-0.056490,-0.310429,0.443660
472,5.115212,-8.401254,-4.163517,-0.142557,-0.327482,-0.422876
473,3.896563,-8.921992,-3.330335,-0.021317,-0.371449,-0.016521
474,4.802769,-8.341399,-4.673482,-0.135629,-0.750625,-0.190521
475,6.591237,-10.308235,-5.039794,-0.513207,-0.572628,-0.379709
476,4.238934,-7.995437,-5.706580,-0.500949,0.199047,0.666956
478,4.671088,-6.895301,-8.008605,-0.226227,-0.433801,-0.304567
479,3.841497,-8.574833,-5.213374,-0.159345,0.337342,0.350132
480,3.885789,-7.040150,-6.420052,-0.326417,0.095127,-0.346401
481,4.750096,-9.312247,-6.087258,-0.531859,0.098325,-0.060487
482,4.003105,-5.962759,-7.703344,-0.396496,0.033041,0.113247
483,4.624401,-8.418014,-6.813898,-0.298971,0.064750,-0.182260
484,4.119224,-6.629545,-7.639898,-0.254205,0.321620,0.384772
485,4.362236,-7.272388,-6.744466,-0.138028,-0.082603,0.341072
486,4.170700,-6.924031,-6.266823,-0.246478,0.942478,0.618992
487,4.041412,-6.071695,-6.406884,-0.079406,0.753023,0.315492
488,3.902549,-7.020997,-6.483498,0.128435,-0.012790,-0.109250
489,4.698621,-8.482656,-7.018602,0.024248,0.671752,0.534257
490,1.546654,-7.131130,-7.463924,0.419678,1.145256,1.110349
491,3.863045,-8.889671,-5.902905,0.141492,0.157746,-0.511874
492,1.911770,-7.423223,-5.876568,0.364787,0.852413,1.202279
493,3.162740,-8.347384,-5.732916,0.212104,0.380242,-0.127902
494,3.781641,-8.889671,-4.751293,0.405556,0.871865,1.030677
495,5.125986,-9.682152,-3.708618,-0.221430,0.699198,-0.420478
496,4.677073,-8.658630,-2.035071,-0.177198,1.280885,0.758619
497,3.946841,-8.347384,-3.242946,0.168138,0.444992,0.571828
498,3.602077,-9.459491,-2.534262,0.252073,0.231822,0.418879
500,4.212598,-9.482236,-2.347515,0.071145,-0.272325,-0.218766
501,4.622006,-9.789890,-2.631228,-0.042368,0.177997,0.635247
502,3.107674,-9.370906,-3.463213,-0.155348,-0.541985,0.152150
503,2.494758,-8.560468,-4.600459,0.082070,-0.122040,0.804184
504,2.175132,-9.308656,-5.064934,0.399694,-1.308331,-0.406888
505,3.066972,-10.558430,-3.622427,-0.112181,0.095127,0.536922
506,0.956484,-7.431602,-5.056554,-0.058622,-0.135363,-0.275256
507,1.489193,-9.495404,-4.572925,-0.018119,-0.609133,-0.494554
508,1.318008,-11.019313,-4.625597,-0.137761,-0.371449,-0.245412
509,1.893813,-8.712500,-5.984307,-0.022116,0.570496,0.604070
510,0.779313,-9.416395,-4.747702,-0.211571,0.191320,-0.120441
511,1.365892,-7.935582,-5.346252,-0.038637,1.177231,0.633648
512,1.294066,-9.364920,-3.390190,-0.209972,0.773541,-0.036239
513,3.221398,-7.773973,-7.317877,0.051960,1.608634,0.464178
514,2.224213,-10.369287,-3.949236,-0.066349,0.282717,-0.163075
515,2.410961,-7.891289,-5.448006,-0.156147,-0.101789,-0.113779
516,5.063736,-11.475409,-4.314352,-0.296040,-1.357360,-1.426906
517,5.060145,-11.409568,-1.301249,-0.171868,-0.765547,-0.759685
518,4.963180,-8.146272,-4.795586,0.431669,-1.526830,0.724512
520,3.315969,-9.469068,-1.389834,-0.243813,-0.721580,-0.778603
521,4.468778,-5.562928,-3.481169,-0.083936,-0.540652,-2.063752
522,3.374627,-9.251195,-2.018312,0.676015,-0.033308,-0.795657
523,5.706580,-9.063251,-7.303512,0.798855,-1.373614,-0.205976
524,4.510676,-8.457518,-1.612495,0.134830,-1.289945,-1.340573
525,4.089296,-6.380548,-5.591658,1.688839,-2.012591,-0.268594
526,8.237251,-7.615956,-3.541024,1.561470,-2.391501,-1.318723
527,6.030994,-9.649830,-3.343503,1.228659,-1.390401,0.483363
528,4.916493,-6.281188,-5.631162,0.751424,-1.430637,-0.251274
529,4.942830,-9.064447,-3.863045,0.336276,-1.447158,-1.129268
530,3.259706,-9.909601,-6.815095,0.479632,-0.917430,-0.175066
531,1.537078,-9.661801,-5.997475,0.221697,0.454052,0.890251
532,1.487996,-7.940370,-4.590882,0.087666,-0.513207,0.039170
533,2.160767,-8.027759,-6.161478,0.184925,0.241681,0.440196
534,4.248511,-9.427169,-5.576096,-0.296040,-0.181994,-0.322686
535,4.593276,-9.136273,-6.032191,-0.273391,-0.062619,0.260600
536,4.523844,-9.281123,-5.956774,0.019718,-0.546781,-0.292309
537,6.039374,-10.822989,-3.730166,-0.448723,-0.038371,-0.521201
538,4.871003,-8.590396,-4.806360,0.262466,0.409819,0.847884
539,3.790021,-7.310695,-2.705448,-0.276855,-0.168671,-1.471939
540,4.772841,-8.447941,-2.521094,-0.325351,-0.239283,-0.362922
542,4.709395,-8.403648,-4.472369,-0.981648,1.139127,0.280052
543,4.039018,-6.773197,-5.137957,-0.822836,0.747161,0.185991
544,3.207033,-8.992621,-8.225280,-0.297106,-1.241982,-0.488692
545,6.308722,-10.093954,-6.678626,-1.016554,1.297939,0.248609
546,5.318719,-6.281188,-6.630742,-0.388769,0.205443,-0.717317
547,5.877765,-6.754043,-5.730522,0.174799,-0.582753,0.215835
548,5.706580,-5.877765,-7.119159,0.155614,-0.823636,-0.151884
549,4.520253,-6.185420,-6.652289,0.504413,-1.265963,-0.975786
550,5.884948,-7.789535,-7.340622,0.689072,-0.733038,-0.203844
551,4.267664,-8.026561,-7.730877,0.773274,-1.886288,-1.087966
552,2.566584,-8.488642,-4.527435,0.332545,0.929421,1.534824
553,1.666364,-4.170700,-7.070077,0.532126,1.063452,0.819905
554,1.844732,-7.732074,-4.428076,1.090364,1.698432,2.130900
555,4.100070,-11.332953,-7.303512,-0.588616,-0.003730,-0.782867
556,3.869030,-8.151060,-3.013103,-0.764747,2.241749,1.361623
557,3.544616,-2.521094,-1.844732,-0.174000,1.692836,-0.887853
558,7.862558,-15.935806,-2.759317,-1.065850,0.897712,1.481531
559,0.442927,-4.493917,-8.887277,-0.058355,5.031611,4.619926
560,2.817975,-6.691794,-8.342596,1.037072,-0.822836,-3.823737
561,2.323573,-13.232753,-0.436942,0.349865,0.775939,0.891051
563,2.786851,-6.172252,-7.080852,0.074876,1.728809,0.594744
564,5.437232,-9.246407,-1.304840,-0.372515,0.195583,-0.495087
565,-0.324414,-3.703830,-1.974019,0.230490,-0.326949,1.378144
566,1.192312,-6.733692,-1.007959,-1.491390,-0.046364,-0.395697
567,1.017536,-7.219715,-5.580884,-0.926490,0.362655,-1.010426
568,6.654684,-13.407530,-8.230068,-1.202012,-0.253672,-2.481832
569,11.343728,-16.231491,-12.762292,-0.794325,0.806049,0.638444
570,9.083601,-13.962984,-11.541249,-0.220631,0.379443,0.191320
571,4.290410,-11.014524,-6.173449,0.820172,-0.479100,1.225461
572,4.344279,-5.600038,-3.767276,1.015489,1.814876,4.528530
573,2.483984,2.779668,-3.235764,0.114046,-0.696799,-1.113014
574,1.848324,-3.226187,0.524330,0.647237,-0.688539,-0.152683
575,1.282095,-0.469264,-2.930503,-0.413283,0.464977,-1.377078
576,1.408988,-6.892907,0.604536,-1.663259,-0.192119,-2.570830
577,12.230780,-13.195642,-8.832211,-0.699464,0.661093,-1.340306
578,7.985860,-16.771383,-2.187103,0.920361,-1.387470,0.196916
579,3.094506,-8.149862,-6.357802,0.440995,1.297939,3.172769
580,2.172738,-5.8"
581,-1.064223,-5.045780,0.216675,0.660294,-1.280885,0.315225
582,-0.511162,-8.221688,-2.445677,-0.624322,1.083436,-0.106851
584,1.498770,-9.647436,-7.193379,-0.390368,0.834561,-1.183626
585,4.152743,-15.739482,-7.563283,-0.504147,-0.408753,-2.111449
586,7.303512,-16.821661,-9.197326,-0.609666,1.156447,0.249942
587,7.144298,-15.539566,-8.133103,0.017853,-1.066383,-1.035740
588,6.266823,-12.891579,-5.391742,0.591813,-0.109516,2.174067
589,-0.920571,-4.126407,-1.419762,0.946208,0.094061,2.784799
590,0.003591,-1.735796,-6.342240,0.641109,0.094328,0.220897
591,1.058237,-3.906140,-1.158794,0.096992,-0.738368,-1.324585
592,-0.518345,-2.584541,-1.042675,-0.246478,0.173467,-0.625387
593,4.052186,-9.514558,-2.779668,-2.086135,-0.837225,-3.736603
594,9.501390,-15.794549,-7.023391,-1.460214,-2.347801,-3.820806
595,5.620389,-6.633136,-4.547786,0.453519,0.317890,4.601541
596,4.576517,-7.126341,-8.075643,0.810579,-3.744864,-3.176499
597,4.369418,-11.785458,-0.752976,0.500683,-1.149786,0.037305
598,2.352303,-4.946421,-6.828263,0.522533,-1.033608,0.919029
599,4.453215,-8.556877,-6.038177,-0.576625,0.021317,-2.016322
600,1.715446,-4.100070,-4.699818,0.131100,0.644306,0.916897
601,2.637213,-10.060435,-6.502652,-0.242747,-0.102588,-1.196683
602,4.181473,-15.482105,-10.079589,-0.162809,-0.579556,-0.168937
603,2.735375,-13.801375,-8.074445,-1.024815,0.035972,0.816974
605,1.363498,-4.218584,-4.180276,-0.171602,1.984080,2.931354
606,1.288081,-4.568137,-2.601300,-0.782067,0.299237,-1.512974
607,-0.008380,-4.050989,-2.215834,1.129534,0.892383,1.943044
608,1.662773,-3.392584,-4.097676,0.515871,1.283283,0.446325
609,1.692701,-5.594052,-4.361038,0.392499,-0.066349,-0.009060
610,1.300052,-13.308170,-8.700529,-0.086600,-1.825002,-1.283017
611,2.366668,-13.394361,-10.150218,-0.200113,0.281917,-0.130833
612,8.238448,-13.128605,-15.352818,-0.038637,0.481764,-1.861240
613,7.314286,-16.533159,-6.402095,0.672818,-1.413317,-0.142291
614,4.420894,-6.104017,-5.155913,0.885721,0.351997,3.288946
615,1.316811,-3.101688,-0.916979,1.641142,-1.524698,0.271525
616,0.748188,-0.527921,-1.222240,1.080505,0.274190,0.115112
617,1.612495,-3.388993,-4.471172,-0.190787,-2.776539,-2.380842
618,0.217872,-6.980295,-1.555034,-1.933718,-0.744230,-2.896980
619,7.994239,-12.520478,-11.480197,-0.740499,-1.450622,-1.786897
620,2.682703,-9.204509,-7.735666,1.135130,-2.987844,1.708824
621,1.596933,-11.450270,-8.237251,0.165740,-1.438897,-0.920628
622,2.871845,-8.021772,-8.439561,0.636579,-0.429271,1.317391
623,-0.526724,-7.163452,-5.827487,-0.007727,-0.796989,0.080738
624,0.810437,-5.245696,-5.741296,-0.416214,0.307498,-1.291277
626,0.338780,-4.896142,-7.123947,0.707991,-1.417048,0.216101
627,0.873884,-6.618771,-5.361814,0.246211,-1.232922,-0.718916
628,0.718261,-5.609614,-3.825934,-0.260067,-0.514539,-1.560138
629,2.109292,-8.854955,-6.193800,-0.694934,-0.122573,-1.653933
630,1.168370,-13.431472,-7.690176,-0.700263,-0.699198,-0.711455
631,4.750096,-14.996082,-14.217967,-1.110616,0.357593,-1.257969
632,6.163872,-11.907562,-12.617443,0.201446,0.513207,0.459115
633,4.644751,-6.022614,-9.289502,1.642208,-0.293908,1.571063
634,4.900931,-4.132392,-2.017115,2.367519,-0.406355,1.656864
635,-0.517148,-1.082179,0.875081,0.831896,-1.083703,-0.255804
636,-0.899023,-3.963601,-2.406173,-0.112447,-0.040502,0.362922
637,-1.832761,-3.154361,-2.858677,-1.151651,0.580089,-1.696567
638,5.992687,-13.385982,-10.891224,-2.151951,1.961963,-2.017387
639,3.792415,-10.210073,-11.777079,-0.040769,-1.453819,1.201746
640,2.205060,-10.297462,-9.635465,-0.726643,0.846018,-0.265930
641,-1.165976,-6.226121,-6.883330,0.543850,0.863338,1.014689
642,1.948880,-10.054450,-4.959589,0.347734,-0.203311,1.388270
643,-0.164003,-4.323928,-3.907337,-0.156680,0.920894,-0.052760
644,0.221464,-5.948394,-4.594473,-0.178796,0.756487,-0.292576
645,2.050634,-9.030929,-6.637924,-1.083969,0.604337,-0.655498
647,3.866636,-11.397597,-10.134656,-1.368818,1.076242,-0.883590
648,5.218163,-13.359646,-14.213179,-0.896646,0.353063,-1.079440
649,5.482722,-14.204799,-13.139379,-0.147887,-0.052227,0.680012
650,1.849521,-8.676587,-15.290569,0.446858,-0.142824,0.510542
651,1.954866,-1.521515,-3.900155,1.303002,-1.058656,0.856677
652,0.500388,-2.562993,0.785298,0.493755,0.000000,-0.628851
653,1.486799,-0.328006,-3.038242,0.462579,0.781534,0.269660
654,0.397437,-2.705448,-0.944513,-0.207041,-1.155115,-2.120508
655,8.119935,-11.684901,-6.307524,-2.596144,1.872698,-2.393100
656,0.296881,-8.274361,-15.535975,0.064484,-2.309430,2.052827
657,3.359065,-13.529634,-7.661446,-0.743697,0.336276,0.787930
658,1.028310,-3.597288,-10.132261,-0.532126,1.416248,1.755721
659,0.944513,-8.262390,-9.155427,0.721047,-1.992873,-1.082904
660,0.719458,-11.082760,-8.443152,0.271525,-0.289911,-0.070879
661,1.016339,-9.925163,-9.004593,-0.321354,-0.168671,-0.367185
662,1.696292,-8.099585,-8.458714,-0.596343,1.203611,-0.413816
663,0.349553,-8.279149,-5.371391,-0.491357,0.547314,-0.624322
664,0.758962,-6.581660,-8.240842,-0.167871,1.045599,0.720248
665,0.517148,-7.061698,-6.604405,-0.126836,0.265397,-0.395430
666,0.537498,-7.289147,-6.467936,0.268594,0.791660,0.591014
667,0.933739,-8.133103,-8.010999,0.147887,1.447158,1.097825
669,1.102530,-6.916849,-10.147824,0.096992,0.842021,0.637911
670,2.937685,-10.976217,-9.119514,-0.422610,-0.210772,-0.602738
671,-0.349553,-8.467094,-6.556521,-0.060221,0.328815,-0.120708
672,1.904588,-13.518860,-7.499837,-0.085801,-1.822070,-1.891617
673,2.224213,-6.540959,-5.300763,-0.027712,1.765047,1.372815
674,2.260126,-7.529764,-5.215768,0.183326,-0.513473,-0.755954
675,2.433706,-8.476671,-6.234501,0.145222,0.802851,0.599807
676,2.179921,-8.378509,-6.494272,-0.135363,0.272325,-0.166273
677,2.535460,-9.957485,-7.940370,-0.140426,0.675749,0.306165
678,1.424550,-10.295067,-4.376601,-0.491090,0.455917,0.563302
679,1.347936,-6.070498,-8.039729,-0.279519,1.143391,0.740766
680,0.798466,-8.886080,-5.817910,-0.080738,-0.202778,-0.444459
681,1.945289,-6.484695,-7.429208,0.049562,0.601672,0.701329
682,1.960851,-7.173028,-6.980295,0.095660,0.020518,-0.326150
683,2.676718,-8.315063,-7.352593,-0.088466,0.102055,-0.467908
684,2.919729,-8.009802,-7.287950,0.094328,-0.064750,-0.223828
685,3.074155,-9.629479,-9.023746,0.252340,-0.885188,-1.320855
686,3.714604,-12.896367,-6.505046,-0.389035,-0.263265,-1.155381
687,2.917335,-7.945158,-6.293159,-0.221963,0.520401,1.403724
688,3.343503,-3.435679,-5.571307,0.008527,1.154582,0.001332
690,2.917335,-6.879739,-2.729390,-0.029311,0.104986,0.607268
691,4.515464,-3.448848,-7.521385,0.015188,0.851881,1.284616
692,3.388993,-7.530962,-5.225345,0.122306,-0.485495,-0.883323
693,3.772065,-9.393650,-6.574478,0.078873,0.517204,1.112481
694,2.925714,-12.756307,-9.105149,-0.301103,-0.507611,-0.927556
695,2.346318,-12.423512,-6.095637,-0.335743,0.795124,1.389335
696,1.464054,-5.310339,-7.572860,0.030110,0.336276,0.363455
697,1.504756,-6.508637,-3.798401,0.418080,-0.089798,-0.095127
698,1.845930,-6.825869,-6.609194,-0.013856,0.528129,-0.272325
699,2.779668,-9.777920,-5.890934,-0.057556,-0.582753,-1.520435
700,3.288436,-10.708067,-7.997831,0.324285,-0.632582,-0.181994
702,4.960786,-9.964667,-4.371812,0.581688,-1.621158,-0.100723
703,2.093729,-5.555745,-3.663129,-0.076741,-1.317923,-0.669620
705,3.451242,-7.295133,-6.323087,-0.590481,-0.281384,-0.252073
706,2.837129,-11.173739,-9.789890,-0.099923,-1.069314,-1.690438
707,2.618060,-10.182540,-4.607641,-0.018919,0.670420,0.747161
708,3.479972,-8.159439,-7.850587,0.333611,-1.008294,-0.185724
709,1.120486,-4.704607,-4.406528,0.243014,-0.366119,-0.598741
710,4.046201,-8.386889,-5.833472,0.018919,-1.650735,-2.691271
712,7.394492,-8.842984,-8.579621,-0.506279,0.061020,-3.105886
714,7.416040,-8.154651,-7.706935,0.385838,-1.283816,-1.101556
715,2.184709,-3.999514,-3.976769,0.804450,-2.420012,-0.192652
716,0.684742,-4.632780,-5.504270,0.293109,-1.186824,-0.349066
717,2.151190,-5.931635,-8.503007,-0.304300,0.745029,-0.585951
718,6.725313,-7.092823,-11.079168,-0.843620,1.213204,-0.891850
719,6.351817,-8.414422,-9.282320,-0.016787,-0.039969,1.996870
720,4.225766,-3.773262,-9.502586,-0.104187,0.675749,0.513740
721,3.988740,-5.813122,-6.633136,0.683210,-0.760217,1.041335
722,2.778471,-4.302381,-7.439982,0.339207,-0.414083,-0.374646
723,4.541800,-7.034164,-8.024167,0.544916,-0.499084,-0.773274
724,5.069722,-9.919178,-9.337387,-0.260067,-1.206542,-2.859142
725,6.475119,-8.477868,-8.766370,0.276055,-0.242214,-0.252073
726,3.375824,-3.866636,-6.022614,0.396230,-1.585985,0.200913
727,2.239776,-5.595249,-7.059304,-0.076208,-0.729308,-0.517204
728,2.823961,-5.313931,-8.645462,-0.547847,0.903841,-0.935017
729,5.724536,-4.363432,-9.324219,0.011724,1.630484,-0.010925
730,6.406884,-8.707711,-11.110293,0.104187,-1.221464,-1.062386
731,5.250484,-4.489128,-7.858967,-0.255271,1.190821,0.485761
733,3.743334,-4.933253,-7.975086,1.046398,-2.044567,0.642441
734,2.912546,-5.125986,-7.094019,0.627786,-0.254738,-0.784998
735,3.338714,-5.560534,-7.560889,0.647237,-0.343470,-1.139394
736,7.337031,-8.073248,-10.488997,0.514805,-0.615795,-1.664058
737,5.890934,-8.798691,-8.659827,0.482830,-1.886554,-1.154848
738,4.729745,-6.411672,-7.863756,0.227292,-0.900643,-0.806848
739,3.722984,-3.945644,-6.108806,0.162009,-0.359458,-0.428738
740,3.147178,-4.410120,-7.268796,0.154548,-0.477501,-0.257936
741,4.224569,-6.095637,-8.881291,-0.225161,0.472438,-0.413283
742,6.023811,-6.445191,-11.841722,-0.157746,0.772475,-0.476168
743,5.194221,-5.559336,-6.834249,0.579822,0.363455,1.380542
744,4.574122,-7.891289,-9.184157,0.074876,-1.134597,-0.346934
745,2.130840,-4.362236,-7.071275,0.482830,0.034640,1.410919
746,2.189497,-5.007473,-8.744822,0.366919,-0.508144,-0.599274
747,3.333926,-6.200983,-9.076419,-0.121507,0.063152,-1.666723
748,5.591658,-5.844246,-9.265560,0.184392,-0.574493,-1.449289
749,5.612009,-7.733272,-7.545327,0.782067,-1.211605,-0.252073
750,5.121197,-6.580463,-8.183381,0.421277,-0.553443,-0.798322
751,3.253720,-5.115212,-6.760028,0.686141,-1.121807,0.215035
752,3.430891,-5.221754,-7.565677,0.087400,-0.168671,-0.530260
754,3.888184,-5.680243,-7.448361,-0.651501,0.520135,-1.022949
755,5.349844,-6.561310,-8.528147,-0.187057,0.594744,0.969657
756,4.915296,-5.003881,-10.828975,-0.312827,0.369317,0.948074
757,3.046622,-4.602853,-8.701726,0.056224,0.239283,0.044766
758,2.176329,-5.544971,-6.788759,0.603005,-0.510009,1.042668
759,2.178724,-4.829105,-7.462727,0.259801,0.301902,0.271525
760,3.906140,-7.071275,-6.048951,0.268061,-0.422876,-0.535323
761,3.648763,-7.817069,-6.434417,0.042101,-0.184925,-1.227326
762,4.627992,-8.944737,-4.569334,0.807648,-1.157513,0.652300
763,3.518279,-7.643489,-8.550891,0.150018,-0.283250,-0.747960
764,2.503138,-7.811083,-4.890157,0.503348,-0.104986,0.768478
765,2.749741,-7.894880,-7.644686,-0.008793,-0.456983,0.108450
766,1.282095,-8.265982,-6.582858,-0.593945,0.076208,0.261933
767,2.523489,-9.165004,-9.906010,-0.089265,0.607268,0.423142
768,0.633266,-7.114370,-8.092402,-0.083136,-0.047430,0.138560
769,2.177526,-8.182184,-8.467094,-0.280585,-0.260867,-0.846285
770,1.066617,-8.171411,-9.014170,0.308297,-0.294974,-0.321354
771,4.110844,-7.872135,-8.232463,0.640043,-0.314959,-0.859342
772,4.959589,-6.908469,-5.882554,0.379709,-0.383706,-1.786098
773,5.279215,-9.686940,-4.661511,0.782334,-1.093562,0.556107
775,3.147178,-6.648698,-6.459556,0.170270,-0.431669,1.150851
776,0.797269,-7.477092,-6.230910,0.017320,-0.009326,0.940879
777,0.714669,-6.405687,-8.310274,-0.711988,0.938481,0.319755
778,1.430536,-6.901287,-9.487024,0.136962,-1.242515,0.269127
779,-2.063802,-7.337031,-5.967548,0.074343,-1.453553,0.051960
780,-1.315614,-9.028535,-7.226898,-0.176665,-0.197449,0.383972
781,-1.693898,-6.222530,-8.741230,0.315758,1.700297,-0.111115
782,0.480037,-9.573215,-8.589199,0.046364,0.340006,-1.537755
783,1.972822,-10.565612,-9.135077,0.073277,-0.730907,-2.016855
784,4.225766,-11.641806,-9.202114,0.432202,-0.369583,-0.951538
785,4.402937,-8.485051,-5.465962,0.727709,-0.649369,-0.245412
786,3.007117,-8.426393,-5.771223,0.618193,-1.579057,0.446591
787,0.228646,-7.346608,-6.707356,0.009060,-0.638178,-0.501749
788,0.629675,-9.478644,-5.455189,-0.326683,-0.212371,-0.025314
789,0.390255,-7.217321,-10.661380,-1.614496,0.088466,0.159078
790,0.804452,-8.061277,-8.288726,-0.096992,-0.355461,-1.851381
791,1.912967,-8.281544,-4.760870,0.532658,0.196649,-0.005063
792,3.912126,-5.228937,-4.341885,0.067415,0.201179,-0.786597
793,1.413776,-6.645107,-3.604471,0.374646,-1.808481,-0.811378
794,4.592079,-11.407174,-4.345476,-0.560637,-0.899311,-1.905207
796,1.800440,-6.034585,-5.759252,-0.019452,-0.668554,0.960864
797,1.742979,-7.441179,-5.774815,0.238217,-2.202046,-0.935283
798,2.618060,-5.808333,-7.101202,-0.245945,0.488426,-0.233954
799,0.471658,-6.469133,-6.540959,-0.143890,0.159611,-0.296839
800,2.525883,-7.430405,-8.667010,0.101789,1.597709,0.648303
801,2.633622,-9.844957,-5.127183,-0.092196,0.058622,0.047697
802,3.293224,-6.442797,-7.862558,0.045032,-0.015188,0.178530
803,1.304840,-7.299921,-4.504691,0.484429,-1.304334,0.308031
804,0.433351,-6.136339,-6.957550,0.534524,-0.096726,-0.225960
805,3.142390,-10.870872,-5.843049,0.055957,-0.685075,-1.921994
806,3.308787,-11.907562,-6.807912,-0.107118,-0.319489,-0.684276
807,4.976348,-10.193314,-6.460753,-0.069280,-0.944343,-0.960064
808,2.792836,-6.985084,-5.708974,0.068481,-0.674683,0.569963
809,1.690306,-6.167464,-6.445191,-0.235020,-0.650168,-0.744763
810,2.803610,-7.639898,-6.925229,-0.386903,-0.211571,-0.215302
811,2.574964,-6.709750,-7.252037,-0.902508,0.493755,-0.462312
812,6.050148,-6.902483,-8.307879,-0.200913,0.852680,1.026414
813,2.388216,-8.261193,-8.231265,0.057023,-1.765580,-0.759152
814,1.831564,-7.699753,-9.223662,-0.214502,1.024815,0.132965
816,1.419762,-6.092046,-5.058948,0.201179,-1.133265,-0.606735
817,2.717419,-7.382521,-7.882909,-0.128168,-0.096726,-0.336276
818,1.005565,-4.596867,-6.664260,-0.123639,0.262466,-0.499084
819,2.351106,-5.834670,-8.012196,0.439930,-0.043167,-0.443127
820,4.431667,-7.413646,-8.422802,0.506279,-0.149219,-0.834561
821,4.730943,-9.484630,-7.686584,0.635247,-1.551345,-1.168704
822,2.996343,-8.221688,-6.285976,0.348799,-0.532392,0.230757
823,2.761712,-6.752846,-6.605602,0.028245,-0.824168,-0.931020
824,2.463634,-6.318298,-6.053739,0.178796,-0.208107,0.196383
825,2.657564,-7.656657,-7.855376,-0.373847,-0.329081,-1.167905
826,3.210624,-7.168240,-7.238869,-0.404490,0.480965,0.426873
827,3.379416,-6.792350,-9.483433,-0.554508,0.222230,-0.235286
828,2.918532,-6.151901,-8.045714,-0.047963,0.195850,0.512141
829,3.669114,-7.953538,-8.907627,-0.103920,-0.203044,-0.553443
830,5.220557,-9.888053,-7.873333,0.113513,-0.486294,-0.526263
831,3.762488,-7.186196,-9.368511,0.195850,0.253406,-0.979783
832,5.459977,-9.325416,-6.133945,-0.010392,-0.508410,-0.998968
833,4.547786,-6.610391,-8.331821,-0.232888,-0.166539,0.275522
834,4.264073,-8.316259,-9.238028,-0.665890,-0.253139,-1.086634
835,4.783615,-6.934805,-8.275558,-0.093528,-0.146021,1.176165
836,3.866636,-5.889736,-10.795456,0.045032,-0.379176,0.078340
838,2.677915,-7.341819,-8.984241,0.182793,0.216368,0.047963
839,1.223437,-5.592855,-10.811018,0.449789,-0.242747,0.656031
840,2.687491,-6.713342,-7.762002,0.293642,-0.311228,-0.206775
841,2.890999,-8.256405,-9.333796,0.040769,-0.656031,-0.650968
842,4.080917,-7.988254,-8.277952,-0.061553,0.238750,-0.727443
