,time,x,y
268,2021-12-20 00:55:25.561257,0.0,1.0
269,2021-12-20 00:55:25.698717,0.0,0.0
270,2021-12-20 00:55:25.844708,0.0,1.0
271,2021-12-20 00:55:26.011656,0.0,0.0
272,2021-12-20 00:55:26.178742,0.0,0.0
273,2021-12-20 00:55:26.355944,0.0,0.0
274,2021-12-20 00:55:26.525796,0.0,0.0
275,2021-12-20 00:55:26.671878,0.0,0.0
276,2021-12-20 00:55:26.832825,0.0,0.0
277,2021-12-20 00:55:27.006647,0.0,0.0
278,2021-12-20 00:55:27.179704,0.0,0.0
279,2021-12-20 00:55:27.323892,0.0,0.0
280,2021-12-20 00:55:27.492458,0.0,0.0
281,2021-12-20 00:55:27.665967,0.0,0.0
282,2021-12-20 00:55:27.836981,0.0,0.0
283,2021-12-20 00:55:27.981070,0.0,0.0
284,2021-12-20 00:55:28.149565,1.0,1.0
285,2021-12-20 00:55:28.326675,1.0,1.0
286,2021-12-20 00:55:28.497732,1.0,1.0
287,2021-12-20 00:55:28.661601,0.0,1.0
288,2021-12-20 00:55:28.807265,1.0,1.0
289,2021-12-20 00:55:28.973752,0.0,1.0
290,2021-12-20 00:55:29.146402,1.0,1.0
291,2021-12-20 00:55:29.291485,0.0,1.0
292,2021-12-20 00:55:29.454040,0.0,1.0
293,2021-12-20 00:55:29.593044,0.0,1.0
294,2021-12-20 00:55:29.740275,1.0,2.0
295,2021-12-20 00:55:29.904673,0.0,1.0
296,2021-12-20 00:55:30.074192,0.0,1.0
297,2021-12-20 00:55:30.257528,0.0,1.0
298,2021-12-20 00:55:30.419471,1.0,1.0
299,2021-12-20 00:55:30.591909,0.0,1.0
300,2021-12-20 00:55:30.765437,0.0,1.0
301,2021-12-20 00:55:30.935235,0.0,2.0
302,2021-12-20 00:55:31.082563,1.0,1.0
303,2021-12-20 00:55:31.259368,0.0,1.0
304,2021-12-20 00:55:31.416538,0.0,1.0
305,2021-12-20 00:55:31.589630,0.0,1.0
306,2021-12-20 00:55:31.738965,0.0,1.0
307,2021-12-20 00:55:31.901481,0.0,1.0
308,2021-12-20 00:55:32.044557,1.0,2.0
309,2021-12-20 00:55:32.211694,0.0,1.0
310,2021-12-20 00:55:32.385285,1.0,1.0
311,2021-12-20 00:55:32.555782,1.0,1.0
312,2021-12-20 00:55:32.695274,1.0,1.0
313,2021-12-20 00:55:32.864799,0.0,1.0
314,2021-12-20 00:55:33.038078,1.0,2.0
315,2021-12-20 00:55:33.220337,0.0,1.0
316,2021-12-20 00:55:33.403433,2.0,1.0
317,2021-12-20 00:55:33.572357,1.0,2.0
318,2021-12-20 00:55:33.736707,1.0,2.0
319,2021-12-20 00:55:33.898543,1.0,2.0
320,2021-12-20 00:55:34.050513,1.0,1.0
321,2021-12-20 00:55:34.216848,1.0,2.0
322,2021-12-20 00:55:34.364551,1.0,1.0
323,2021-12-20 00:55:34.526320,1.0,1.0
324,2021-12-20 00:55:34.693064,1.0,2.0
325,2021-12-20 00:55:34.844481,1.0,2.0
326,2021-12-20 00:55:35.008660,1.0,2.0
